,Country/Region,only_date,size
580,Bangladesh,2020-01-25,1
581,Spain,2020-01-25,1
582,Turkey,2020-01-25,6
583,India,2020-01-25,6
584,Cuba,2020-01-25,3
585,Ghana,2020-01-25,3
586,Netherlands,2020-01-25,4
587,Georgia,2020-01-25,1
588,Germany,2020-01-25,3
589,Canada,2020-01-25,147
590,Ecuador,2020-01-25,1
591,Colombia,2020-01-25,3
592,Cameroon,2020-01-25,7
593,Azerbaijan,2020-01-25,1
594,Panama,2020-01-25,1
595,Venezuela,2020-01-25,2
596,Saint Lucia,2020-01-26,1
597,Barbados,2020-01-26,2
598,Philippines,2020-01-26,5
599,Colombia,2020-01-26,1
600,Turkey,2020-01-26,9
601,Mali,2020-01-26,1
602,Venezuela,2020-01-26,2
603,Fiji,2020-01-26,1
604,Georgia,2020-01-26,1
605,South Korea,2020-01-26,1
606,Cuba,2020-01-26,3
607,Switzerland,2020-01-26,1
608,Saint Vincent and the Grenadines,2020-01-26,1
609,Mexico,2020-01-26,2
610,Botswana,2020-01-26,3
611,Azerbaijan,2020-01-26,9
612,Israel,2020-01-26,3
613,Tunisia,2020-01-26,1
614,Panama,2020-01-26,5
615,New Zealand,2020-01-26,5
616,China,2020-01-26,1
617,Ireland,2020-01-26,2
618,South Africa,2020-01-26,2
619,Ghana,2020-01-26,5
620,Germany,2020-01-26,2
621,Australia,2020-01-26,20
622,Morocco,2020-01-26,3
623,India,2020-01-26,10
624,Sri Lanka,2020-01-26,2
625,Cameroon,2020-01-26,3
626,Oman,2020-01-26,1
627,France,2020-01-26,3
628,Brazil,2020-01-26,5
629,Seychelles,2020-01-26,1
630,Malaysia,2020-01-26,5
631,Pakistan,2020-01-26,2
632,Indonesia,2020-01-26,1
633,United Kingdom,2020-01-26,18
634,Bulgaria,2020-01-26,1
635,Portugal,2020-01-26,2
636,Norway,2020-01-26,2
637,Canada,2020-01-26,70
638,Gabon,2020-01-26,3
639,Thailand,2020-01-26,1
640,United Arab Emirates,2020-01-26,1
641,Argentina,2020-01-26,1
642,Chile,2020-01-26,1
643,Spain,2020-01-26,1
644,Jamaica,2020-01-26,1
645,Nigeria,2020-01-26,11
646,Niger,2020-01-26,1
647,Gabon,2020-01-27,1
648,Kenya,2020-01-27,1
649,Zambia,2020-01-27,1
650,France,2020-01-27,1
651,Seychelles,2020-01-27,2
652,Argentina,2020-01-27,2
653,Venezuela,2020-01-27,4
654,New Zealand,2020-01-27,5
655,Canada,2020-01-27,69
656,Ireland,2020-01-27,5
657,Austria,2020-01-27,2
658,Egypt,2020-01-27,1
659,Azerbaijan,2020-01-27,5
660,Cambodia,2020-01-27,1
661,Nigeria,2020-01-27,7
662,Barbados,2020-01-27,1
663,Spain,2020-01-27,3
664,United Arab Emirates,2020-01-27,3
665,Cuba,2020-01-27,2
666,Turkey,2020-01-27,9
667,Portugal,2020-01-27,3
668,Russia,2020-01-27,1
669,Peru,2020-01-27,1
670,Colombia,2020-01-27,6
671,Israel,2020-01-27,5
672,Malaysia,2020-01-27,3
673,Netherlands,2020-01-27,1
674,Denmark,2020-01-27,1
675,Mongolia,2020-01-27,1
676,Ghana,2020-01-27,5
677,Germany,2020-01-27,7
678,Cameroon,2020-01-27,3
679,Mali,2020-01-27,1
680,Ecuador,2020-01-27,1
681,Panama,2020-01-27,2
682,South Africa,2020-01-27,1
683,Pakistan,2020-01-27,1
684,Morocco,2020-01-27,4
685,China,2020-01-27,13
686,Tunisia,2020-01-27,2
687,Montenegro,2020-01-27,1
688,Brazil,2020-01-27,3
689,Sri Lanka,2020-01-27,1
690,Jamaica,2020-01-27,1
691,Italy,2020-01-27,3
692,Thailand,2020-01-27,2
693,Estonia,2020-01-27,3
694,Fiji,2020-01-27,1
695,Botswana,2020-01-27,3
696,India,2020-01-27,5
697,Mexico,2020-01-27,1
698,Australia,2020-01-27,31
699,United Kingdom,2020-01-27,34
700,Philippines,2020-01-27,9
701,Japan,2020-01-27,3
702,Azerbaijan,2020-01-28,5
703,Spain,2020-01-28,1
704,Mongolia,2020-01-28,1
705,Mexico,2020-01-28,1
706,Ghana,2020-01-28,5
707,Germany,2020-01-28,4
708,Cameroon,2020-01-28,5
709,Brazil,2020-01-28,1
710,Israel,2020-01-28,9
711,Montenegro,2020-01-28,1
712,Russia,2020-01-28,1
713,Ethiopia,2020-01-28,1
714,India,2020-01-28,15
715,Nigeria,2020-01-28,5
716,Georgia,2020-01-28,2
717,Fiji,2020-01-28,3
718,Bahamas,2020-01-28,1
719,United Arab Emirates,2020-01-28,4
720,Panama,2020-01-28,1
721,Philippines,2020-01-28,3
722,Armenia,2020-01-28,1
723,Turkey,2020-01-28,7
724,Portugal,2020-01-28,2
725,Jamaica,2020-01-28,2
726,United Kingdom,2020-01-28,26
727,Malaysia,2020-01-28,6
728,Rwanda,2020-01-28,1
729,South Africa,2020-01-28,1
730,Sweden,2020-01-28,1
731,France,2020-01-28,1
732,Singapore,2020-01-28,3
733,Japan,2020-01-28,10
734,Ireland,2020-01-28,2
735,Australia,2020-01-28,18
736,China,2020-01-28,3
737,Somalia,2020-01-28,2
738,Italy,2020-01-28,2
739,Thailand,2020-01-28,1
740,South Korea,2020-01-28,1
741,New Zealand,2020-01-28,3
742,Peru,2020-01-28,1
743,Egypt,2020-01-28,1
744,Lebanon,2020-01-28,1
745,Gabon,2020-01-28,4
746,Venezuela,2020-01-28,3
747,Canada,2020-01-28,84
748,Switzerland,2020-01-28,2
749,Colombia,2020-01-28,3
750,Argentina,2020-01-28,3
751,Botswana,2020-01-28,2
752,Ecuador,2020-01-28,1
753,Morocco,2020-01-28,2
754,Slovakia,2020-01-29,1
755,Fiji,2020-01-29,1
756,Philippines,2020-01-29,4
757,Spain,2020-01-29,1
758,Albania,2020-01-29,4
759,Egypt,2020-01-29,1
760,Argentina,2020-01-29,6
761,Portugal,2020-01-29,1
762,Estonia,2020-01-29,2
763,Tunisia,2020-01-29,1
764,Australia,2020-01-29,35
765,Mongolia,2020-01-29,1
766,Germany,2020-01-29,3
767,Azerbaijan,2020-01-29,3
768,Mexico,2020-01-29,2
769,Trinidad and Tobago,2020-01-29,2
770,Qatar,2020-01-29,1
771,Kenya,2020-01-29,1
772,Morocco,2020-01-29,3
773,Gabon,2020-01-29,3
774,Somalia,2020-01-29,1
775,Italy,2020-01-29,1
776,France,2020-01-29,2
777,Japan,2020-01-29,2
778,Israel,2020-01-29,4
779,Venezuela,2020-01-29,1
780,Nigeria,2020-01-29,6
781,Ireland,2020-01-29,4
782,Indonesia,2020-01-29,1
783,India,2020-01-29,7
784,United Arab Emirates,2020-01-29,1
785,Pakistan,2020-01-29,1
786,Panama,2020-01-29,3
787,Guatemala,2020-01-29,1
788,Burkina Faso,2020-01-29,1
789,Canada,2020-01-29,58
790,Seychelles,2020-01-29,2
791,Cameroon,2020-01-29,1
792,New Zealand,2020-01-29,2
793,Brunei,2020-01-29,1
794,Malaysia,2020-01-29,6
795,Botswana,2020-01-29,1
796,Belgium,2020-01-29,1
797,China,2020-01-29,4
798,Colombia,2020-01-29,1
799,Ghana,2020-01-29,5
800,Turkey,2020-01-29,9
801,South Korea,2020-01-29,3
802,Brazil,2020-01-29,3
803,Singapore,2020-01-29,1
804,Tanzania,2020-01-29,1
805,Barbados,2020-01-29,1
806,United Kingdom,2020-01-29,17
807,Maldives,2020-01-30,1
808,Australia,2020-01-30,184
809,Poland,2020-01-30,3
810,Tanzania,2020-01-30,1
811,Sweden,2020-01-30,3
812,Morocco,2020-01-30,17
813,Italy,2020-01-30,24
814,Venezuela,2020-01-30,7
815,Burkina Faso,2020-01-30,1
816,China,2020-01-30,19
817,Seychelles,2020-01-30,1
818,Switzerland,2020-01-30,7
819,Saudi Arabia,2020-01-30,4
820,Jordan,2020-01-30,1
821,Bolivia,2020-01-30,1
822,Tunisia,2020-01-30,17
823,Botswana,2020-01-30,16
824,Mexico,2020-01-30,10
825,France,2020-01-30,11
826,El Salvador,2020-01-30,1
827,Sri Lanka,2020-01-30,3
828,South Korea,2020-01-30,4
829,Estonia,2020-01-30,2
830,Jamaica,2020-01-30,15
831,Sierra Leone,2020-01-30,2
832,Central African Republic,2020-01-30,1
833,Montenegro,2020-01-30,2
834,United Kingdom,2020-01-30,196
835,Chile,2020-01-30,8
836,Trinidad and Tobago,2020-01-30,1
837,Spain,2020-01-30,5
838,Japan,2020-01-30,15
839,Uganda,2020-01-30,1
840,Vietnam,2020-01-30,1
841,Hungary,2020-01-30,6
842,Indonesia,2020-01-30,8
843,New Zealand,2020-01-30,28
844,Pakistan,2020-01-30,13
845,Fiji,2020-01-30,12
846,Guatemala,2020-01-30,1
847,Iceland,2020-01-30,1
848,Philippines,2020-01-30,54
849,Lithuania,2020-01-30,7
850,Sudan,2020-01-30,2
851,Argentina,2020-01-30,14
852,Liberia,2020-01-30,4
853,Iraq,2020-01-30,2
854,Thailand,2020-01-30,2
855,South Africa,2020-01-30,9
856,Norway,2020-01-30,1
857,Georgia,2020-01-30,2
858,Finland,2020-01-30,4
859,Greece,2020-01-30,1
860,Brazil,2020-01-30,15
861,Ireland,2020-01-30,18
862,Cameroon,2020-01-30,17
863,Israel,2020-01-30,39
864,Ghana,2020-01-30,19
865,Russia,2020-01-30,4
