,Country/Region,only_date,size
122,Niger,2020-01-16,1
123,Panama,2020-01-16,1
124,New Zealand,2020-01-16,1
125,Indonesia,2020-01-16,1
126,Thailand,2020-01-16,2
127,Spain,2020-01-16,1
128,South Africa,2020-01-16,1
129,Australia,2020-01-16,2
130,United Kingdom,2020-01-16,5
131,Switzerland,2020-01-16,3
132,Finland,2020-01-16,2
133,Canada,2020-01-16,6
134,Brazil,2020-01-17,2
135,Georgia,2020-01-17,1
136,China,2020-01-17,3
137,Libya,2020-01-17,1
138,India,2020-01-17,1
139,Liberia,2020-01-17,1
140,Italy,2020-01-17,1
141,United Arab Emirates,2020-01-17,1
142,France,2020-01-17,1
143,Peru,2020-01-17,2
144,Canada,2020-01-17,10
145,Israel,2020-01-17,5
146,Germany,2020-01-17,2
147,Finland,2020-01-17,1
148,United Kingdom,2020-01-17,8
149,Niger,2020-01-17,1
150,Philippines,2020-01-17,3
151,Thailand,2020-01-17,3
152,Turkey,2020-01-17,1
153,Sweden,2020-01-17,2
154,Nigeria,2020-01-18,1
155,Canada,2020-01-18,10
156,Finland,2020-01-18,1
157,Turkey,2020-01-18,1
158,Indonesia,2020-01-18,4
159,Cameroon,2020-01-18,1
160,Ukraine,2020-01-18,1
161,Australia,2020-01-18,3
162,Japan,2020-01-18,1
163,United Kingdom,2020-01-18,5
164,Panama,2020-01-18,1
165,Israel,2020-01-18,2
166,Morocco,2020-01-18,1
167,Ethiopia,2020-01-18,1
168,Bulgaria,2020-01-18,1
169,Germany,2020-01-18,3
170,France,2020-01-18,8
171,Malaysia,2020-01-18,1
172,Peru,2020-01-18,2
173,Brazil,2020-01-18,2
174,United Arab Emirates,2020-01-18,2
175,Thailand,2020-01-18,2
176,China,2020-01-18,6
177,India,2020-01-18,1
178,Argentina,2020-01-18,2
179,Ghana,2020-01-18,1
180,Zambia,2020-01-18,1
181,Netherlands,2020-01-19,2
182,Turkey,2020-01-19,2
183,China,2020-01-19,10
184,Malta,2020-01-19,1
185,Colombia,2020-01-19,1
186,Finland,2020-01-19,2
187,Australia,2020-01-19,5
188,United Arab Emirates,2020-01-19,1
189,Canada,2020-01-19,1
190,Israel,2020-01-19,2
191,Nigeria,2020-01-19,2
192,France,2020-01-19,2
193,Austria,2020-01-19,1
194,United Kingdom,2020-01-19,2
195,Germany,2020-01-19,2
196,Thailand,2020-01-19,1
197,Indonesia,2020-01-19,2
198,Japan,2020-01-19,2
199,Azerbaijan,2020-01-19,1
200,India,2020-01-21,3
201,Burkina Faso,2020-01-21,1
202,Belgium,2020-01-21,1
203,Germany,2020-01-21,2
204,Ireland,2020-01-21,1
205,France,2020-01-21,1
206,Brazil,2020-01-21,1
207,Israel,2020-01-21,10
208,Indonesia,2020-01-21,2
209,Cameroon,2020-01-21,1
210,Japan,2020-01-21,2
211,Ghana,2020-01-21,10
212,Italy,2020-01-21,1
213,Pakistan,2020-01-21,1
214,Philippines,2020-01-21,4
215,Peru,2020-01-21,1
216,Austria,2020-01-21,1
217,Trinidad and Tobago,2020-01-21,1
218,Canada,2020-01-21,26
219,Australia,2020-01-21,10
220,Turkey,2020-01-21,3
221,Panama,2020-01-21,1
222,Ecuador,2020-01-21,1
223,Egypt,2020-01-21,1
224,Seychelles,2020-01-21,1
225,Nigeria,2020-01-21,2
226,Niger,2020-01-21,1
227,United Kingdom,2020-01-21,4
228,China,2020-01-21,3
229,Albania,2020-01-21,1
230,New Zealand,2020-01-22,1
231,Turkey,2020-01-22,2
232,Jamaica,2020-01-22,1
233,Costa Rica,2020-01-22,1
234,Venezuela,2020-01-22,1
235,Albania,2020-01-22,1
236,Panama,2020-01-22,1
237,Ireland,2020-01-22,1
238,Philippines,2020-01-22,2
239,Gabon,2020-01-22,1
240,Morocco,2020-01-22,1
241,Germany,2020-01-22,6
242,Peru,2020-01-22,1
243,Indonesia,2020-01-22,2
244,Canada,2020-01-22,24
245,Netherlands,2020-01-22,1
246,Cameroon,2020-01-22,1
247,Chile,2020-01-22,1
248,United Kingdom,2020-01-22,14
249,Fiji,2020-01-22,2
250,Nepal,2020-01-22,1
251,United Arab Emirates,2020-01-22,1
252,Mongolia,2020-01-22,1
253,Equatorial Guinea,2020-01-22,1
254,Australia,2020-01-22,7
255,France,2020-01-22,2
256,Brazil,2020-01-22,4
257,China,2020-01-22,6
258,Sierra Leone,2020-01-22,1
259,Japan,2020-01-22,1
260,India,2020-01-22,2
261,Ghana,2020-01-22,3
262,Nigeria,2020-01-22,4
263,Israel,2020-01-22,1
264,Australia,2020-01-23,6
265,Sudan,2020-01-23,1
266,Belgium,2020-01-23,1
267,Gabon,2020-01-23,1
268,Canada,2020-01-23,13
269,Tunisia,2020-01-23,1
270,Indonesia,2020-01-23,2
271,Turkey,2020-01-23,1
272,China,2020-01-23,2
273,Guyana,2020-01-23,1
274,Argentina,2020-01-23,1
275,Ghana,2020-01-23,4
276,United Kingdom,2020-01-23,9
277,Germany,2020-01-23,1
278,Chile,2020-01-23,1
279,Brazil,2020-01-23,2
280,Spain,2020-01-23,1
281,Nigeria,2020-01-23,1
282,Mali,2020-01-23,2
283,Egypt,2020-01-23,1
284,New Zealand,2020-01-23,1
285,Botswana,2020-01-23,1
286,Panama,2020-01-23,1
287,Fiji,2020-01-23,1
288,Colombia,2020-01-23,1
289,Israel,2020-01-23,5
290,Japan,2020-01-23,1
291,Saint Vincent and the Grenadines,2020-01-23,1
292,Belarus,2020-01-23,1
293,Singapore,2020-01-23,2
294,Philippines,2020-01-23,2
295,Morocco,2020-01-23,3
296,Morocco,2020-01-24,2
297,Nigeria,2020-01-24,1
298,Argentina,2020-01-24,2
299,Lebanon,2020-01-24,1
300,Niger,2020-01-24,1
301,Mongolia,2020-01-24,2
302,Ghana,2020-01-24,6
303,Germany,2020-01-24,3
304,Malaysia,2020-01-24,1
305,Japan,2020-01-24,2
306,United Kingdom,2020-01-24,9
307,Mali,2020-01-24,1
308,Venezuela,2020-01-24,1
309,Nepal,2020-01-24,3
310,Indonesia,2020-01-24,3
311,Egypt,2020-01-24,2
312,Gabon,2020-01-24,2
313,France,2020-01-24,3
314,South Korea,2020-01-24,1
315,Ireland,2020-01-24,1
316,Australia,2020-01-24,3
317,Israel,2020-01-24,7
318,Brazil,2020-01-24,1
319,Paraguay,2020-01-24,1
320,China,2020-01-24,1
321,Singapore,2020-01-24,1
322,Canada,2020-01-24,24
323,Tunisia,2020-01-24,1
324,Azerbaijan,2020-01-24,1
325,Jamaica,2020-01-24,1
326,Turkey,2020-01-24,2
327,India,2020-01-24,3
328,Panama,2020-01-24,2
329,Colombia,2020-01-25,1
330,Cameroon,2020-01-25,1
331,China,2020-01-25,2
332,Chile,2020-01-25,1
333,Egypt,2020-01-25,1
334,France,2020-01-25,4
335,Canada,2020-01-25,53
336,Central African Republic,2020-01-25,1
337,Japan,2020-01-25,1
338,Turkey,2020-01-25,4
339,Portugal,2020-01-25,1
340,Israel,2020-01-25,6
341,Somalia,2020-01-25,2
342,Philippines,2020-01-25,1
343,Indonesia,2020-01-25,8
344,Australia,2020-01-25,7
345,Brazil,2020-01-25,5
346,Belgium,2020-01-25,1
347,Morocco,2020-01-25,2
348,Trinidad and Tobago,2020-01-25,1
349,Thailand,2020-01-25,2
350,Argentina,2020-01-25,1
351,New Zealand,2020-01-25,2
352,India,2020-01-25,1
353,United Kingdom,2020-01-25,6
354,Panama,2020-01-25,1
355,Germany,2020-01-25,1
356,Ghana,2020-01-25,1
357,Niger,2020-01-25,1
358,Botswana,2020-01-25,1
359,Jamaica,2020-01-25,1
360,Ireland,2020-01-25,3
361,Malaysia,2020-01-25,3
362,Australia,2020-01-26,13
363,Germany,2020-01-26,3
364,Cameroon,2020-01-26,2
365,Peru,2020-01-26,1
366,Fiji,2020-01-26,2
367,Ethiopia,2020-01-26,1
368,Azerbaijan,2020-01-26,2
369,Nigeria,2020-01-26,1
370,Philippines,2020-01-26,1
371,China,2020-01-26,3
372,Switzerland,2020-01-26,1
373,Costa Rica,2020-01-26,1
374,Japan,2020-01-26,1
375,Turkey,2020-01-26,6
376,Brazil,2020-01-26,1
377,United Arab Emirates,2020-01-26,1
378,Canada,2020-01-26,31
379,Burkina Faso,2020-01-26,1
380,Indonesia,2020-01-26,5
381,Trinidad and Tobago,2020-01-26,4
382,Israel,2020-01-26,6
383,Vietnam,2020-01-26,1
384,Bulgaria,2020-01-26,1
385,France,2020-01-26,3
386,United Kingdom,2020-01-26,8
387,Colombia,2020-01-27,7
388,Albania,2020-01-27,1
389,Venezuela,2020-01-27,1
390,United Kingdom,2020-01-27,9
391,China,2020-01-27,4
392,Argentina,2020-01-27,1
393,Turkey,2020-01-27,3
394,Canada,2020-01-27,27
395,South Africa,2020-01-27,3
396,Australia,2020-01-27,10
397,Panama,2020-01-27,1
398,Pakistan,2020-01-27,1
399,Malaysia,2020-01-27,1
400,Brazil,2020-01-27,2
401,Bolivia,2020-01-27,1
402,India,2020-01-27,4
403,Lebanon,2020-01-27,2
404,Iceland,2020-01-27,1
405,Burkina Faso,2020-01-27,1
406,Mali,2020-01-27,2
407,Mexico,2020-01-27,2
408,Finland,2020-01-27,1
409,Morocco,2020-01-27,2
410,Belgium,2020-01-27,1
411,Ghana,2020-01-27,2
412,Fiji,2020-01-27,3
413,Gabon,2020-01-27,1
414,Indonesia,2020-01-27,3
415,New Zealand,2020-01-27,3
416,Niger,2020-01-27,1
417,Germany,2020-01-27,7
418,Nigeria,2020-01-27,1
419,Israel,2020-01-27,7
420,Jamaica,2020-01-27,1
421,Turkey,2020-01-28,2
422,Gabon,2020-01-28,1
423,Pakistan,2020-01-28,1
424,United Arab Emirates,2020-01-28,1
425,Ghana,2020-01-28,2
426,United Kingdom,2020-01-28,10
427,Germany,2020-01-28,6
428,Venezuela,2020-01-28,1
429,India,2020-01-28,3
430,Guatemala,2020-01-28,1
431,Italy,2020-01-28,1
432,Ireland,2020-01-28,1
433,Israel,2020-01-28,5
434,Tanzania,2020-01-28,1
435,Nigeria,2020-01-28,3
436,Japan,2020-01-28,2
437,Singapore,2020-01-28,3
438,Malaysia,2020-01-28,2
439,Poland,2020-01-28,2
440,Philippines,2020-01-28,2
441,China,2020-01-28,5
442,Peru,2020-01-28,1
443,Papua New Guinea,2020-01-28,1
444,Morocco,2020-01-28,2
445,Niger,2020-01-28,1
446,France,2020-01-28,1
447,New Zealand,2020-01-28,1
448,Afghanistan,2020-01-28,1
449,Bolivia,2020-01-28,1
450,Belgium,2020-01-28,1
451,Canada,2020-01-28,24
452,Bangladesh,2020-01-28,2
453,Brazil,2020-01-28,3
454,Austria,2020-01-28,1
455,Australia,2020-01-28,13
456,Argentina,2020-01-28,1
457,Austria,2020-01-29,2
458,Germany,2020-01-29,3
459,Spain,2020-01-29,5
460,Norway,2020-01-29,1
461,Ireland,2020-01-29,1
462,Australia,2020-01-29,15
463,Seychelles,2020-01-29,1
464,Russia,2020-01-29,1
465,Turkey,2020-01-29,1
466,Philippines,2020-01-29,1
467,Albania,2020-01-29,1
468,New Zealand,2020-01-29,4
469,Singapore,2020-01-29,1
470,United Kingdom,2020-01-29,6
471,Ghana,2020-01-29,2
472,France,2020-01-29,3
473,Burkina Faso,2020-01-29,1
474,Panama,2020-01-29,1
475,Iceland,2020-01-29,1
476,Israel,2020-01-29,4
477,China,2020-01-29,5
478,Peru,2020-01-29,3
479,Bulgaria,2020-01-29,2
480,Argentina,2020-01-29,1
481,Morocco,2020-01-29,1
482,Canada,2020-01-29,21
483,Indonesia,2020-01-29,2
484,Netherlands,2020-01-29,1
485,Fiji,2020-01-29,1
486,Azerbaijan,2020-01-29,2
487,Gabon,2020-01-29,1
488,Belgium,2020-01-29,1
489,Brazil,2020-01-29,1
490,Canada,2020-01-30,146
491,Qatar,2020-01-30,1
492,United Kingdom,2020-01-30,87
493,Mali,2020-01-30,1
494,Saudi Arabia,2020-01-30,1
495,Malaysia,2020-01-30,3
496,China,2020-01-30,21
497,Portugal,2020-01-30,3
498,Kuwait,2020-01-30,1
499,Jamaica,2020-01-30,5
500,Turkey,2020-01-30,35
501,Saint Lucia,2020-01-30,1
502,Egypt,2020-01-30,4
503,Venezuela,2020-01-30,7
504,Gabon,2020-01-30,5
505,Kyrgyzstan,2020-01-30,1
506,Lebanon,2020-01-30,3
507,South Africa,2020-01-30,5
508,Colombia,2020-01-30,5
509,India,2020-01-30,24
510,New Zealand,2020-01-30,9
511,Liberia,2020-01-30,2
512,Bolivia,2020-01-30,1
513,Azerbaijan,2020-01-30,6
514,Panama,2020-01-30,14
515,Spain,2020-01-30,2
516,Ireland,2020-01-30,8
517,Germany,2020-01-30,13
518,Ecuador,2020-01-30,2
519,Botswana,2020-01-30,6
520,Albania,2020-01-30,2
521,Japan,2020-01-30,6
522,Ethiopia,2020-01-30,3
523,Poland,2020-01-30,2
524,Nigeria,2020-01-30,19
525,Chile,2020-01-30,3
526,Indonesia,2020-01-30,6
527,Belgium,2020-01-30,3
528,Switzerland,2020-01-30,4
529,Hungary,2020-01-30,2
530,Norway,2020-01-30,2
531,Israel,2020-01-30,50
532,Cameroon,2020-01-30,5
533,Burkina Faso,2020-01-30,3
534,Morocco,2020-01-30,7
535,Philippines,2020-01-30,44
536,Thailand,2020-01-30,2
537,Bangladesh,2020-01-30,10
538,Barbados,2020-01-30,1
539,Tunisia,2020-01-30,5
540,Trinidad and Tobago,2020-01-30,6
541,Mexico,2020-01-30,3
542,Vietnam,2020-01-30,1
543,Peru,2020-01-30,5
544,Mongolia,2020-01-30,1
545,Ukraine,2020-01-30,1
546,Austria,2020-01-30,1
547,Finland,2020-01-30,3
548,Singapore,2020-01-30,5
549,Argentina,2020-01-30,1
550,France,2020-01-30,15
551,Cyprus,2020-01-30,2
552,Costa Rica,2020-01-30,2
553,Pakistan,2020-01-30,3
554,Fiji,2020-01-30,5
555,Italy,2020-01-30,12
556,Kenya,2020-01-30,1
557,Ghana,2020-01-30,9
558,Netherlands,2020-01-30,3
559,Australia,2020-01-30,87
560,Brazil,2020-01-30,22
561,Sweden,2020-01-30,1
562,India,2020-02-01,2
563,Morocco,2020-02-01,1
564,Sri Lanka,2020-02-01,1
565,Mexico,2020-02-01,1
566,Denmark,2020-02-01,1
567,Burkina Faso,2020-02-01,2
568,Japan,2020-02-01,1
569,China,2020-02-01,1
570,Canada,2020-02-01,9
571,Azerbaijan,2020-02-01,1
572,Liberia,2020-02-01,1
573,Germany,2020-02-01,2
574,Malaysia,2020-02-01,1
575,Cameroon,2020-02-01,1
576,New Zealand,2020-02-01,2
577,Israel,2020-02-01,1
578,United Kingdom,2020-02-01,10
579,Singapore,2020-02-01,1
580,France,2020-02-01,1
581,Turkey,2020-02-01,6
582,Panama,2020-02-01,1
583,Chile,2020-02-01,1
584,Indonesia,2020-02-01,1
585,Mali,2020-02-01,1
586,Australia,2020-02-01,6
587,Jamaica,2020-02-01,3
588,Malaysia,2020-02-02,1
589,Argentina,2020-02-02,2
590,Japan,2020-02-02,2
591,Ireland,2020-02-02,1
592,Singapore,2020-02-02,1
593,Costa Rica,2020-02-02,1
594,Norway,2020-02-02,2
595,South Africa,2020-02-02,4
596,United Kingdom,2020-02-02,8
597,Panama,2020-02-02,2
598,South Korea,2020-02-02,1
599,Guyana,2020-02-02,1
600,Israel,2020-02-02,5
601,Morocco,2020-02-02,2
602,Cameroon,2020-02-02,1
603,Philippines,2020-02-02,4
604,Ghana,2020-02-02,1
605,Australia,2020-02-02,10
606,France,2020-02-02,1
607,Indonesia,2020-02-02,3
608,Sweden,2020-02-02,2
609,Brazil,2020-02-02,1
610,Nigeria,2020-02-02,3
611,Ethiopia,2020-02-02,1
612,Canada,2020-02-02,15
613,Madagascar,2020-02-02,1
614,Russia,2020-02-02,1
615,Vietnam,2020-02-02,3
616,India,2020-02-02,6
617,Colombia,2020-02-02,1
618,Albania,2020-02-02,1
619,Jamaica,2020-02-02,1
620,Germany,2020-02-02,1
621,China,2020-02-02,6
622,Spain,2020-02-02,2
623,Bosnia and Herzegovina,2020-02-02,1
624,Egypt,2020-02-03,2
625,Burkina Faso,2020-02-03,1
626,Turkey,2020-02-03,6
627,United Arab Emirates,2020-02-03,1
628,Indonesia,2020-02-03,1
629,Estonia,2020-02-03,1
630,Panama,2020-02-03,1
631,Cameroon,2020-02-03,3
632,Singapore,2020-02-03,2
633,Nigeria,2020-02-03,1
634,Australia,2020-02-03,1
635,Ghana,2020-02-03,2
636,Niger,2020-02-03,1
637,India,2020-02-03,2
638,Italy,2020-02-03,1
639,Canada,2020-02-03,14
640,Israel,2020-02-03,1
641,New Zealand,2020-02-03,1
642,United Kingdom,2020-02-03,5
643,China,2020-02-03,2
644,Spain,2020-02-03,1
645,Germany,2020-02-03,1
646,Mexico,2020-02-03,1
647,Botswana,2020-02-03,1
648,Thailand,2020-02-03,1
649,Niger,2020-02-04,1
650,Canada,2020-02-04,21
651,Gabon,2020-02-04,1
652,India,2020-02-04,3
653,Brazil,2020-02-04,1
654,Azerbaijan,2020-02-04,2
655,Turkey,2020-02-04,1
656,South Africa,2020-02-04,1
657,Bolivia,2020-02-04,1
658,Panama,2020-02-04,1
659,New Zealand,2020-02-04,2
660,Russia,2020-02-04,1
661,Germany,2020-02-04,2
662,China,2020-02-04,2
663,Kuwait,2020-02-04,1
664,Singapore,2020-02-04,1
665,France,2020-02-04,1
666,Argentina,2020-02-04,1
667,Israel,2020-02-04,6
668,Japan,2020-02-04,2
669,Malaysia,2020-02-04,1
670,Philippines,2020-02-04,1
671,Tunisia,2020-02-04,1
672,Peru,2020-02-04,1
673,United Kingdom,2020-02-04,3
674,Nigeria,2020-02-04,1
675,Australia,2020-02-04,10
676,Liechtenstein,2020-02-04,1
677,Saudi Arabia,2020-02-04,1
678,Indonesia,2020-02-04,3
679,Somalia,2020-02-04,1
680,Mongolia,2020-02-05,1
681,Mexico,2020-02-05,1
682,Finland,2020-02-05,1
683,China,2020-02-05,9
684,Israel,2020-02-05,1
685,Indonesia,2020-02-05,2
686,Panama,2020-02-05,1
687,Cameroon,2020-02-05,1
688,Turkey,2020-02-05,3
689,Chile,2020-02-05,2
690,Philippines,2020-02-05,3
691,Iceland,2020-02-05,1
692,Canada,2020-02-05,10
693,Brazil,2020-02-05,2
694,Netherlands,2020-02-05,1
695,Australia,2020-02-05,5
696,Morocco,2020-02-05,1
697,Albania,2020-02-05,1
698,Singapore,2020-02-05,2
699,Kenya,2020-02-05,1
700,Azerbaijan,2020-02-05,1
701,United Kingdom,2020-02-05,8
702,India,2020-02-05,4
703,Egypt,2020-02-05,1
704,Japan,2020-02-05,2
705,Seychelles,2020-02-05,1
706,Somalia,2020-02-05,1
707,South Korea,2020-02-05,1
708,Ireland,2020-02-05,1
709,Belgium,2020-02-05,1
710,New Zealand,2020-02-05,1
711,Russia,2020-02-05,1
712,Malaysia,2020-02-05,3
713,Japan,2020-02-06,1
714,Indonesia,2020-02-06,3
715,Switzerland,2020-02-06,1
716,Morocco,2020-02-06,2
717,Philippines,2020-02-06,2
718,Gabon,2020-02-06,1
719,Chile,2020-02-06,1
720,South Africa,2020-02-06,1
721,Ghana,2020-02-06,1
722,Malaysia,2020-02-06,4
723,China,2020-02-06,1
724,Israel,2020-02-06,1
725,India,2020-02-06,3
726,Brazil,2020-02-06,1
727,Canada,2020-02-06,11
728,Mali,2020-02-06,1
729,Singapore,2020-02-06,2
730,United Kingdom,2020-02-06,2
731,Burkina Faso,2020-02-06,1
732,Nigeria,2020-02-06,2
733,Germany,2020-02-06,2
734,Portugal,2020-02-06,1
735,Singapore,2020-02-07,4
736,Cuba,2020-02-07,1
737,Israel,2020-02-07,5
738,United Kingdom,2020-02-07,8
739,Nigeria,2020-02-07,1
740,Malaysia,2020-02-07,3
741,Pakistan,2020-02-07,1
742,Ghana,2020-02-07,3
743,Peru,2020-02-07,2
744,China,2020-02-07,1
745,Morocco,2020-02-07,1
746,Germany,2020-02-07,1
747,New Zealand,2020-02-07,1
748,Netherlands,2020-02-07,1
749,Colombia,2020-02-07,1
750,Egypt,2020-02-07,1
751,Turkey,2020-02-07,2
752,Panama,2020-02-07,1
753,Japan,2020-02-07,3
754,Canada,2020-02-07,10
755,Ireland,2020-02-07,1
756,Iceland,2020-02-07,2
757,Fiji,2020-02-07,1
758,France,2020-02-07,3
759,Gabon,2020-02-07,1
760,Somalia,2020-02-07,2
761,Argentina,2020-02-07,1
762,Australia,2020-02-07,8
763,Botswana,2020-02-07,1
764,France,2020-02-08,1
765,United Kingdom,2020-02-08,7
766,Netherlands,2020-02-08,3
767,Ghana,2020-02-08,3
768,Brazil,2020-02-08,1
769,Germany,2020-02-08,2
770,Indonesia,2020-02-08,2
771,Egypt,2020-02-08,1
772,Italy,2020-02-08,2
773,Denmark,2020-02-08,1
774,China,2020-02-08,1
775,Australia,2020-02-08,6
776,Canada,2020-02-08,11
777,Russia,2020-02-08,1
778,Botswana,2020-02-08,1
779,Turkey,2020-02-08,1
780,Japan,2020-02-08,1
781,Chile,2020-02-08,8
782,South Africa,2020-02-08,1
783,Switzerland,2020-02-08,2
784,Ireland,2020-02-08,1
785,Fiji,2020-02-08,2
786,Cyprus,2020-02-08,1
787,Israel,2020-02-08,5
788,Tunisia,2020-02-09,1
789,Canada,2020-02-09,4
790,South Korea,2020-02-09,1
791,Israel,2020-02-09,3
792,Nigeria,2020-02-09,1
793,Panama,2020-02-09,1
794,Ecuador,2020-02-09,1
795,Turkey,2020-02-09,1
796,Georgia,2020-02-09,1
797,Australia,2020-02-09,6
798,New Zealand,2020-02-09,2
799,China,2020-02-09,1
800,Nepal,2020-02-09,1
801,Colombia,2020-02-09,1
802,France,2020-02-09,1
803,Brazil,2020-02-09,1
804,Malaysia,2020-02-09,2
805,Cameroon,2020-02-09,1
806,India,2020-02-09,3
807,United Kingdom,2020-02-09,6
808,Canada,2020-02-11,24
809,Germany,2020-02-11,2
810,Norway,2020-02-11,1
811,Singapore,2020-02-11,1
812,Colombia,2020-02-11,1
813,Mali,2020-02-11,1
814,China,2020-02-11,4
815,Mongolia,2020-02-11,3
816,Peru,2020-02-11,1
817,Venezuela,2020-02-11,1
818,Niger,2020-02-11,2
819,Italy,2020-02-11,2
820,Saint Vincent and the Grenadines,2020-02-11,1
821,Netherlands,2020-02-11,2
822,Nigeria,2020-02-11,2
823,Australia,2020-02-11,6
824,France,2020-02-11,6
825,Uganda,2020-02-11,1
826,India,2020-02-11,3
827,Trinidad and Tobago,2020-02-11,1
828,Cameroon,2020-02-11,2
829,New Zealand,2020-02-11,2
830,Ghana,2020-02-11,2
831,Indonesia,2020-02-11,3
832,Turkey,2020-02-11,2
833,Spain,2020-02-11,1
834,United Kingdom,2020-02-11,7
835,Philippines,2020-02-11,2
836,Azerbaijan,2020-02-11,1
837,Montenegro,2020-02-11,1
838,Japan,2020-02-11,3
839,South Korea,2020-02-11,1
840,Israel,2020-02-11,6
841,Ireland,2020-02-11,1
842,Chile,2020-02-11,1
843,Spain,2020-02-12,1
844,Japan,2020-02-12,2
845,Australia,2020-02-12,5
846,Germany,2020-02-12,1
847,Mexico,2020-02-12,1
848,Chile,2020-02-12,1
849,Israel,2020-02-12,4
850,Finland,2020-02-12,2
851,Turkey,2020-02-12,2
852,Philippines,2020-02-12,2
853,France,2020-02-12,1
854,Cameroon,2020-02-12,2
855,United Kingdom,2020-02-12,12
856,Canada,2020-02-12,15
857,Azerbaijan,2020-02-12,1
858,Panama,2020-02-12,1
859,Indonesia,2020-02-12,1
860,Morocco,2020-02-12,2
861,Colombia,2020-02-12,2
862,Russia,2020-02-12,1
863,Botswana,2020-02-12,1
864,Gabon,2020-02-12,1
865,China,2020-02-12,2
866,Netherlands,2020-02-12,1
867,Chile,2020-02-13,2
868,Israel,2020-02-13,3
869,Brazil,2020-02-13,1
870,United Kingdom,2020-02-13,7
871,China,2020-02-13,6
872,Tunisia,2020-02-13,1
873,South Korea,2020-02-13,1
874,Morocco,2020-02-13,1
875,Italy,2020-02-13,1
